Sesotho (st)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
shire	0	0	0	0	0	0	0	0	0	0
shirt	0	0	0	0	0	0	0	0	0	0
shit	0	1	1	0	1	0	0	0	0	0
qhaqha	0	1	1	1	0	1	0	1	0	0
ho thothomela	0	0	0	0	0	0	0	0	0	0
shoals	0	0	0	0	0	0	0	0	0	0
t?oha	0	1	1	0	0	1	0	0	1	0
ho makatsa	0	0	0	0	0	0	0	0	1	0
shoddy	0	1	1	0	1	0	0	0	0	0
seeta	0	0	0	0	0	0	0	0	0	0
shoemaker	0	0	0	0	0	0	0	0	0	0
thunya	0	1	1	0	0	1	0	0	0	0
shooter	0	0	0	0	0	1	0	0	0	0
ho thunngoa	0	1	1	0	0	1	0	0	0	0
mabenkeleng	0	0	0	0	0	0	0	0	0	0
morekisi	0	0	0	0	0	0	0	0	0	1
ho etsa mabenkeleng	0	1	1	0	1	0	0	0	0	0
ho reka	1	0	0	1	0	0	1	0	1	1
leb?po	0	0	0	0	0	0	0	0	0	0
ho lla	0	0	0	0	0	0	0	0	0	0
khut?oanyane	0	0	0	0	0	0	0	0	0	0
khaello	0	1	1	0	0	1	0	1	0	0
ho haella	0	1	0	0	0	0	0	0	0	0
khutsufatsa	0	0	0	0	0	0	0	0	0	0
khutsufatsa	0	0	0	0	0	0	0	0	0	0
shorthand	0	0	0	0	0	0	0	0	0	0
nakoana	0	0	0	1	0	0	0	0	0	0
ho fokola	0	0	0	0	0	0	0	0	0	0
shorts	0	0	0	0	0	0	0	0	0	0
ho thunngoa	0	1	1	0	0	1	0	1	1	0
sethunya	0	0	0	0	0	0	0	0	0	0
mahetla	1	0	0	0	0	0	0	0	0	1
hoeletsa	0	0	1	0	0	0	0	0	1	0
tsuba	0	1	1	0	0	0	0	0	0	0
kharafu	0	0	0	0	0	0	0	0	0	0
shoveling	0	0	0	0	0	0	0	0	0	0
bonts'a	0	0	0	0	0	0	0	0	0	1
hlapa	0	0	0	0	0	0	0	0	0	0
ho bont?a	0	0	0	0	0	0	0	0	0	0
showy	0	1	0	0	0	0	0	0	0	0
shrapnel	0	0	0	0	0	1	0	0	0	0
ho silafatsoa	0	0	0	0	0	0	0	0	0	0
le masene	1	0	0	0	0	0	0	0	0	0
shriek	0	1	1	0	0	1	0	1	1	0
ho phatloha	0	1	1	0	0	1	0	0	1	0
shrimp	0	0	0	0	0	0	0	0	0	0
tempele	0	0	0	0	0	0	0	0	0	0
fokotseha	0	1	0	0	0	1	0	1	0	0
ho theoha	0	0	0	0	0	0	0	0	0	0
khaled	0	0	0	0	0	0	0	1	0	0
shrub	0	0	0	0	0	0	0	0	0	0
shrubbery	0	0	0	0	0	0	0	0	0	0
shrug	0	0	0	0	0	0	0	0	0	0
e senyehile	0	1	0	0	0	0	0	0	0	0
ho thothomela	0	1	0	0	0	1	0	0	0	0
tsuba	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
qoba	0	1	1	0	1	0	0	1	0	0
shunt	0	0	0	0	0	0	0	0	0	0
koala	0	0	0	0	0	0	0	0	0	0
shutter	0	0	0	0	0	0	0	0	0	0
shuttle	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	1
sic	0	0	0	0	0	0	0	0	0	0
ba kulang	0	1	0	0	1	0	0	1	0	0
e kulang	0	1	1	0	1	1	0	1	0	0
sekele	0	0	0	0	0	0	0	0	0	0
ho kula	0	1	0	0	1	0	0	1	0	0
ho kula	0	1	0	0	1	1	0	1	0	0
lehlakore	0	0	0	0	0	0	0	0	0	0
karolong e ka th?ko	0	0	0	0	0	0	0	0	0	0
sidestep	0	0	0	0	0	0	0	0	0	0
ka th?ko	0	0	0	0	0	0	0	0	0	0
ho thibeloa	0	0	0	0	0	0	0	0	0	0
siesta	0	0	0	0	0	0	0	0	0	0
sieve	0	0	0	0	0	0	0	0	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
feheloa	0	0	0	0	0	0	0	0	0	0
ho bona	0	0	0	0	0	0	0	0	0	0
let?oao	0	0	0	0	0	0	0	0	0	0
let?oao	0	0	0	0	0	0	0	0	0	0
ho saena	0	0	0	0	0	0	0	0	0	1
bohlokoa	0	0	0	0	0	0	0	0	0	0
bohlokoa	0	0	0	0	0	0	0	0	0	0
bohlokoa	0	0	0	0	0	0	0	0	0	0
bolela	0	0	0	1	0	0	0	0	0	0
mongolo o ngollang	0	0	0	0	0	0	0	0	0	0
khutsa	0	0	0	0	0	0	0	0	0	0
khutsitse	0	0	0	0	0	0	0	0	0	0
set?oant?o	0	0	0	0	0	0	0	0	0	0
silika	1	0	0	0	0	0	0	0	0	0
silika	0	0	0	0	0	0	0	0	0	0
siea	0	0	0	0	0	0	0	0	0	0
sill	0	0	0	0	0	0	0	0	0	0
ho teneha	0	0	0	0	0	0	0	0	0	0
e le leshano	0	1	0	0	0	0	1	0	0	0
silt	0	0	0	0	0	0	0	0	0	0
silevera	0	0	0	0	0	0	0	0	0	0
silvery	0	0	0	0	0	0	0	0	0	0
e t?oanang	0	0	0	0	0	0	0	0	0	0
ho t?oana	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
simmer	0	0	1	1	0	0	0	0	0	0
ho lla	0	0	0	1	0	0	0	0	0	0
e bonolo	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
e nolofatsa	1	0	0	1	0	0	1	0	1	1
feela	0	0	0	0	0	0	0	0	0	0
etsisa	0	0	0	0	0	0	0	0	0	0
e simolohile	0	0	0	0	0	0	0	0	0	0
simulating	0	0	0	0	0	0	0	0	0	0
ho bapisa	0	0	0	0	0	0	0	0	0	0
hang-hang	0	0	0	0	0	0	0	0	0	0
ka nako e le 'ngoe	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	1	0	1	1	0	1	0	0
e le kannete	1	0	0	0	0	0	0	0	0	1
bot?epehi	1	0	0	0	0	0	0	0	0	0
sebe	0	1	1	0	1	1	0	1	0	0
bina	1	0	0	1	0	0	1	1	0	1
sebini	0	0	0	0	0	0	0	0	0	0
e masoha	0	0	0	0	0	0	0	0	0	0
bonyane	1	0	0	0	0	0	0	0	0	0
e le 'ngoe	0	0	0	0	0	0	0	0	0	0
bonyane	0	0	0	0	0	0	0	0	0	0
ka bonngoe	0	0	0	0	0	0	0	0	1	0
sebe	0	1	1	0	1	1	0	0	0	0
teba	0	0	0	0	0	0	0	0	0	0
moetsalibe	0	1	1	0	1	1	0	1	0	0
ho etsa sebe	0	1	0	0	1	0	0	0	0	0
sinus	0	0	0	0	0	0	0	0	0	0
sip	0	0	0	0	0	0	0	0	0	0
siphon	0	0	0	0	0	0	0	0	0	0
mohlomphehi	1	0	0	0	0	0	0	0	0	1
sire	0	0	0	0	0	0	0	0	0	0
siren	0	1	0	0	0	1	0	0	0	0
sissy	0	1	0	0	0	0	0	0	0	0
morali'abo r?na	0	0	0	0	0	0	0	0	0	0
botsoalle	1	0	1	0	0	0	0	1	1	1
sebaka	0	0	0	0	0	0	0	0	0	0
sith	0	0	0	0	0	0	0	0	0	0
lutse	0	0	0	0	0	0	0	0	0	0
boemo	0	0	0	0	0	0	0	0	0	0
e teng	0	0	0	0	0	0	0	0	0	0
boemo	0	0	0	0	0	0	0	0	0	0
oa bot?elela	0	0	0	0	0	0	0	0	0	0
mashome a t?eletseng	0	0	0	0	0	0	0	0	0	0
boholo	0	0	0	0	0	0	0	0	0	0
sizzle	0	0	1	0	0	0	0	0	0	0
sekeiti	0	0	0	0	0	0	0	0	0	0
ho sesa	0	0	0	0	0	0	0	0	0	0
skein	0	0	0	0	0	0	0	0	0	0
skeleton	0	0	0	0	0	0	0	0	0	0
ho belaela	0	0	0	0	0	0	0	0	0	0
ba belaela	0	1	0	0	0	0	0	0	0	0
ho belaela	0	0	0	0	0	0	0	0	0	0
set?oant?o sa set?oant?o	0	0	0	0	0	0	0	0	0	0
papiso ea lit?oant?o	0	1	0	0	0	0	0	0	0	0
ho ts'oaroa	0	1	1	1	0	0	0	0	0	0
skewer	0	0	0	0	0	0	0	0	0	0
ski	0	0	0	0	0	0	0	0	0	0
skid	0	1	1	0	0	1	0	1	0	0
skiff	0	0	0	0	0	0	0	0	0	0
tsebo	0	0	0	0	0	0	0	0	0	0
tsebo	1	0	0	0	0	0	0	0	0	0
skillet	0	0	0	0	0	0	0	0	0	0
tsebo	1	0	0	0	0	0	0	0	0	1
skim	0	0	0	0	0	0	0	0	0	0
letlalo	0	0	0	0	0	0	0	0	0	0
letlalo	0	0	0	0	0	0	0	0	0	0
tl?la	0	1	0	0	0	0	0	0	0	0
skipper	0	0	0	0	0	0	0	0	0	0
skirmish	0	1	1	0	0	0	0	0	0	0
skirt	0	0	0	0	0	0	0	0	0	0
ho pata	0	0	0	0	0	0	0	0	0	0
lirapa	0	0	0	0	0	0	0	0	0	0
skit	0	0	0	0	0	0	0	0	0	0
lehata	0	0	0	0	0	0	0	0	0	0
skunk	0	0	0	0	0	0	0	0	0	0
leholimo	1	0	0	0	0	0	0	0	0	0
skyscraper	0	0	0	0	0	0	0	0	0	0
slab	0	0	0	0	0	0	0	0	0	0
lieha	0	1	0	0	0	0	0	0	0	0
slag	0	1	0	0	0	0	0	0	0	0
slam	0	1	1	0	0	1	0	0	1	0
ho etselletsa	0	1	1	0	1	0	0	0	0	0
ho etselletsa	0	1	0	0	0	0	0	0	0	0
slang	0	0	0	0	0	0	0	0	0	0
slant	0	0	0	0	0	0	0	0	0	0
hlaba	0	1	1	0	0	0	0	0	1	0
senya	0	0	1	0	0	0	0	0	0	0
e senya	0	0	0	0	0	0	0	0	0	0
slate	1	0	0	0	0	0	0	0	0	0
li-slate	0	0	0	0	0	0	0	0	0	0
polao	0	1	1	0	1	1	0	1	1	0
holo ea polao	0	1	1	0	1	1	0	1	0	0
ho hlajoa	0	1	1	0	1	1	0	1	1	0
lekhoba	0	1	1	0	0	1	0	1	0	0
bokhoba	0	1	1	0	1	1	0	1	0	0
bolaea	0	1	1	0	0	0	0	0	0	0
'molai	0	1	1	0	1	1	0	1	1	0
sledge	0	0	0	0	0	0	0	0	0	0
sleek	1	0	0	0	0	0	0	0	0	0
robala	0	0	0	0	0	0	0	0	0	0
ea robetseng	0	0	0	0	0	0	0	0	0	0
ho robala	0	0	0	0	0	0	0	0	0	0
ho hloka boroko	0	0	0	0	0	0	0	0	0	0
ho robala	0	0	0	0	0	0	0	0	0	0
sleet	0	1	0	0	0	0	0	0	0	0
sleeve	0	0	0	0	0	0	0	0	0	0
e se nang matsoho	0	0	0	0	0	0	0	0	0	0
ho robala	0	0	0	0	0	0	0	0	0	0
ho robala	0	0	0	0	0	0	0	0	0	0
e nyenyane	1	0	0	0	0	0	0	0	0	0
felluth	0	0	0	0	0	0	0	0	0	0
selae	0	0	0	0	0	0	0	0	0	0
e tsitsitseng	0	0	0	0	0	0	0	0	0	0
slide	0	0	0	0	0	0	0	0	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
hanyenyane	0	0	0	0	0	0	0	0	0	0
hanyenyane	0	0	0	0	0	0	0	0	0	0
e nyenyane	1	0	0	0	0	0	0	0	0	0
sesebelisoa	0	0	0	0	1	0	0	0	0	0
slimy	0	1	0	0	1	0	0	0	0	0
sling	0	0	0	0	0	0	0	0	0	0
slink	0	1	0	0	0	0	0	0	0	0
slip	0	1	0	0	0	0	0	0	1	0
slide	0	0	0	0	0	0	0	0	0	0
li-slippers	0	0	0	0	0	0	0	0	0	0
slit	0	0	0	0	0	0	0	0	0	0
slide	0	0	0	0	0	0	0	0	0	0
puo ea matsoho	0	0	0	0	0	0	0	0	0	0
sloop	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	0	0	0	0	0
marapo	0	0	0	0	0	0	0	0	0	0
e tsitsitse	0	1	0	0	1	0	0	0	0	0
slot	0	0	0	0	0	0	0	0	0	0
sloth	0	1	0	0	1	0	0	0	0	0
slouch	0	1	0	0	0	0	0	0	0	0
slough	0	1	0	0	0	0	0	0	0	0
lieha	0	0	0	0	0	0	0	0	0	0
butle-butle	0	0	0	0	0	0	0	0	0	0
ho lieha	0	1	0	0	0	0	0	0	0	0
sludge	0	1	0	0	1	0	0	0	0	0
slug	0	1	0	0	1	0	0	0	0	0
ea senyehileng	0	1	0	0	0	0	0	1	0	0
sluice	0	0	0	0	0	0	0	0	0	0
slum	0	1	0	0	1	0	0	0	0	0
ho robala	0	0	0	0	0	0	0	0	0	0
slump	0	1	0	0	0	0	0	1	0	0
slur	0	1	1	0	1	0	0	1	0	0
slush	0	1	0	0	1	0	0	0	1	0
slut	0	1	1	0	1	0	0	0	0	0
sly	0	1	1	0	1	1	0	0	0	0
tsuba	0	1	1	0	0	0	0	0	0	0
tse nyane	0	1	0	0	0	0	0	0	0	0
e nyenyane	0	0	0	0	0	0	0	0	0	0
nyenyane haholo	0	0	0	0	0	0	0	0	0	0
tsuba	0	1	1	0	0	1	0	0	0	0
e senyehile	0	1	0	0	0	0	0	0	0	0
ho senya	0	1	0	0	0	0	0	0	0	0
smear	0	0	0	0	0	0	0	0	0	0
monko	0	1	1	0	1	0	0	0	0	0
ho nkha	0	1	0	0	1	0	0	0	0	0
smelt	0	0	0	0	0	0	0	0	0	0
bososela	1	0	0	0	0	0	1	0	1	1
ho bososela	1	0	0	0	0	0	1	0	0	0
smirk	0	1	0	0	0	0	0	0	0	0
otla	0	1	1	0	0	1	0	1	0	0
smith	0	0	0	0	0	0	0	0	0	1
e otloa	1	0	0	0	0	0	0	0	0	0
tsuba	0	1	0	0	0	0	0	0	0	0
smokey	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
tsuba	0	0	0	0	0	0	0	0	0	0
ho phunya	0	0	0	0	0	0	0	0	0	0
hantle	0	0	0	0	0	0	0	0	0	0
bonolo	1	0	0	0	0	0	0	0	0	0
tsuba	0	1	1	0	0	0	0	0	0	0
tsuba	0	1	0	0	0	0	0	0	0	0
smug	0	1	0	0	0	0	0	0	0	0
mokoloko	0	1	0	0	0	1	0	0	0	0
smuggler	0	1	1	0	1	1	0	0	0	0
ho senya	0	1	0	0	0	0	0	0	0	0
smut	0	1	0	0	1	1	0	0	0	0
bohobe bo bobebe	0	0	0	0	0	0	0	0	0	0
ho ja lijo	0	0	0	0	0	0	0	0	0	0
khaba	0	1	0	0	0	0	0	0	1	0
li-snags	0	1	0	0	0	0	0	0	0	0
snail	0	0	0	0	0	0	0	0	0	0
noha	0	1	0	0	1	1	0	0	0	0
khaba	0	0	0	0	0	0	0	0	0	0
sekhetho	0	0	0	0	0	0	0	0	0	0
leraba	0	1	0	0	0	1	0	0	0	0
ho ruruha	0	1	1	0	1	0	0	0	0	0
ho lata	0	1	1	0	0	0	0	0	0	0
khaola	0	0	0	0	0	0	0	0	0	0
sneak	0	1	1	0	0	1	0	0	1	0
sneakers	0	0	0	0	0	0	0	0	0	0
ho sneaking	0	1	0	1	0	1	0	0	0	1
sneer	0	1	1	0	1	0	0	0	0	0
sneeze	0	1	0	0	1	0	0	0	1	0
ho sneezing	0	0	0	0	0	0	0	0	0	0
moqapi	1	0	0	0	0	0	0	0	0	0
sesebe	0	1	0	0	0	0	0	0	0	0
ho heletsa	0	0	0	0	0	0	0	0	0	0
snip	0	0	0	0	0	0	0	0	0	0
khaola	0	0	0	0	0	0	0	0	0	0
snippet	0	0	0	0	0	0	0	0	0	0
snob	0	1	0	0	0	0	0	0	0	0
e tsitsitseng	0	0	0	0	0	0	0	0	0	0
snooze	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
khaola	0	0	0	0	0	0	0	1	0	0
ho phunya	0	0	0	0	0	0	0	0	0	0
lehloa	0	0	0	0	0	0	0	0	0	0
snowball	0	0	0	0	0	0	0	0	0	0
lehloa la lehloa	0	0	0	0	0	0	0	0	0	0
lehloa	0	0	0	0	0	0	0	0	0	0
bohobe	0	0	0	0	0	0	0	0	0	0
soak	0	1	0	0	0	0	0	0	0	0
ho kena	0	0	0	0	0	0	0	0	0	0
sesepa	0	0	0	0	0	0	0	0	0	0
sesepa	0	0	0	0	0	0	0	0	0	0
ho phahama	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	1	0	0
ho hloka botsitso	1	0	0	0	0	0	0	0	0	1
soc	0	0	0	0	0	0	0	0	0	0
bolo ea maoto	0	0	0	0	0	0	0	0	0	0
ho thaba	1	0	0	0	0	0	0	0	0	0
sechabeng	0	0	0	0	0	0	0	0	0	0
socialism	0	0	0	0	1	1	0	0	0	0
setsebi	0	1	1	0	1	1	0	1	0	0
sechaba	0	0	0	0	0	0	0	0	0	0
sock	0	0	0	0	0	0	0	0	0	0
sekoti	0	0	0	0	0	0	0	0	0	0
sod	0	0	0	0	0	0	0	0	0	0
sofa	0	0	0	0	0	0	0	0	0	0
ho fokotsa	0	0	0	0	0	0	0	0	0	0
bonolo	0	0	0	0	0	0	0	0	0	0
soggy	0	0	0	0	0	0	0	0	0	0
mobu	0	1	0	0	1	0	0	0	0	0
soiled	0	1	0	0	1	0	0	0	0	0
mojaki	0	0	0	0	0	0	0	0	0	0
mat?eliso	1	0	0	0	0	0	0	0	0	0
letsatsi	0	0	0	0	0	0	0	0	0	0
solder	0	0	0	0	0	0	0	0	0	0
soldering	0	0	0	0	0	0	0	0	0	0
lesole	1	0	1	0	0	0	0	1	0	0
serethe	0	0	0	0	0	0	0	0	0	0
kopa	0	0	0	0	0	0	0	0	0	0
ho kopa	0	0	0	0	0	0	0	0	0	0
nyeoe	0	0	0	0	0	0	0	0	0	0
e tiile	1	0	0	0	0	0	0	0	0	0
bonngoe	0	0	0	0	0	0	0	0	0	1
ho tiisa	0	0	0	0	0	0	0	0	0	0
e tiile	0	0	0	0	0	0	0	0	0	0
tiisa	0	0	0	0	0	0	0	0	0	0
botsitso	1	0	0	0	0	0	0	0	0	1
solitaire	0	0	0	0	0	0	0	0	0	0
e le mong	0	0	0	0	0	0	0	0	0	0
ho ba mong	0	0	0	0	0	0	0	0	0	0
solo	0	0	0	0	0	0	0	0	0	0
ho iketsetsa metsi	0	0	0	0	0	0	0	0	0	0
ho qhibiliha	0	0	0	0	0	0	0	0	0	0
tharollo	1	0	0	0	0	0	0	0	0	0
rarolla	0	0	0	0	0	0	0	0	0	0
solvency	1	0	0	0	0	0	0	0	0	0
solvent	0	0	0	0	0	0	0	0	0	0
somatic	0	1	0	0	0	0	0	0	1	0
ho t?oenya	0	1	0	0	0	0	0	1	0	0
mora	0	0	0	0	0	0	0	0	0	0
sonar	1	0	0	1	0	0	0	0	0	0
sonata	1	0	0	0	0	0	0	0	0	0
pina	0	0	0	0	0	0	0	0	0	0
sonnet	1	0	0	0	0	0	1	1	0	0
sonorous	1	0	0	0	0	0	1	0	0	0
soot	0	1	0	0	1	0	0	0	0	0
khatholla	1	0	0	0	0	0	0	0	0	0
e thobang	1	0	0	0	0	0	1	0	0	1
sophomore	0	0	0	0	0	0	0	0	0	0
soprano	0	0	0	0	0	0	0	0	0	0
moloi	0	0	0	0	0	0	0	0	0	0
boloi	0	1	0	1	0	1	0	0	1	0
ho hlaphoheloa	0	1	1	0	1	1	0	1	0	0
bohloko	0	1	1	0	0	0	0	1	0	0
hampe	0	1	0	0	0	0	0	1	0	0
ho sithabela	0	1	0	0	1	0	0	1	0	0
lifate	0	0	0	0	0	0	0	0	0	0
bolotsana	0	0	0	0	0	0	0	0	0	0
masoabi	0	1	0	0	0	1	0	1	0	0
bohloko	0	1	0	0	0	0	0	1	0	0
hlophisa	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	1	0	0	0	0
ho hlophisa	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ho sa tsotellehe	0	1	0	0	1	1	0	1	0	0
soulmate	0	1	0	0	0	1	0	0	0	0
ho utloahala	0	0	0	0	0	0	0	0	0	0
ho utloahala	0	0	0	0	0	0	0	0	0	0
ho hlaphoheloa	1	0	0	1	0	0	1	0	0	1
sopho	1	0	0	0	0	0	0	0	0	0
bolila	0	1	0	0	1	0	0	0	0	0
mohloli	0	0	0	0	0	0	0	0	0	0
sehopotso	0	0	0	0	0	0	0	0	0	0
morena	0	0	0	0	0	0	0	0	0	1
bobusi	0	0	0	0	0	0	0	0	0	0
jala	0	0	0	0	0	0	0	0	0	0
spa	1	0	0	1	0	0	1	0	1	1
sebaka	0	0	0	0	0	0	0	0	0	0
e kholo	1	0	0	0	0	0	0	0	0	0
ho qeta	0	0	0	0	0	0	0	0	0	0
nako	0	0	0	0	0	0	0	0	0	0
spaniel	1	0	0	0	0	0	1	0	0	1
ho tsuba	0	1	1	0	0	1	0	1	0	0
ho hlasela	0	0	1	0	0	0	0	0	0	0
u seke	0	0	0	0	0	0	0	0	0	0
spare	0	0	0	0	0	0	0	0	0	0
ka mokhoa o fokolang	0	0	0	0	0	0	0	0	0	0
spark	0	0	0	0	0	0	0	0	0	0
ea phatsimang	1	0	0	1	0	0	1	0	1	0
ho arohana	0	0	0	0	0	0	0	0	0	0
e fokolang	0	0	0	0	0	0	0	0	0	0
spasm	0	1	0	0	0	1	0	0	0	0
spat	0	1	1	0	0	0	0	0	0	0
spatula	0	0	0	0	0	0	0	0	0	0
spawn	0	0	0	0	0	0	0	0	0	0
sebui	0	0	0	0	0	0	0	0	0	0
Antseng a bua	0	0	0	0	0	0	0	0	0	0
lerumo	0	1	1	1	0	1	0	0	0	0
e khethehileng	1	0	0	0	0	0	1	0	0	0
setsebi	0	0	0	0	0	0	0	0	0	1
tse khethehileng	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
mefuta	0	0	0	0	0	0	0	0	0	0
e tobileng	0	0	0	0	0	0	0	0	0	0
tlhaloso	0	0	0	0	0	0	0	0	0	0
mohlala	0	0	0	0	0	0	0	0	0	0
tekete	0	1	0	0	1	0	0	0	0	0
tse nyenyane	0	0	0	0	0	0	0	0	0	0
lintlha tse ling	0	0	0	0	0	0	0	0	0	0
pono e ntle	1	1	0	0	0	0	0	0	0	0
lit?oant?iso	0	0	0	0	0	0	0	0	0	0
e tsotehang	0	0	0	1	0	0	0	0	1	0
spectator	0	0	0	0	0	0	0	0	0	0
ikhethang	0	1	0	0	0	1	0	1	0	0
spectral	0	1	0	0	0	0	0	0	0	0
spectrometer	0	0	0	0	0	0	0	0	0	0
spectrophotometer	0	0	0	0	0	0	0	0	0	0
spectroscopy	0	0	0	0	0	0	0	0	0	0
litlhoko	0	0	0	0	0	0	0	0	0	0
nahana	0	0	0	0	0	0	0	0	0	0
khopolo-taba	0	1	0	0	0	1	0	1	0	0
ho na le mabaka a utloahalang	0	0	0	1	0	0	0	0	0	0
speculum	0	0	0	0	0	0	0	0	0	0
puo	1	0	0	0	0	0	0	0	0	0
e se nang puo	0	0	0	0	0	0	0	0	0	0
lebelo	0	0	0	0	0	0	0	0	0	0
ka potlako	0	0	0	0	0	0	0	0	0	0
lebelo le lebelo	0	0	0	0	0	0	0	0	0	0
potlako	0	0	0	0	0	0	0	0	0	0
ka potlako	1	0	0	0	0	0	0	0	0	0
spellbound	0	0	0	0	0	0	0	0	0	0
spelling	1	0	0	0	0	0	0	0	0	0
spencer	0	0	0	0	0	0	0	0	0	0
qeta	0	0	0	0	0	0	0	0	0	0
e sebelisitsoe	0	1	0	0	0	0	0	0	0	0
sperm	0	0	0	0	0	0	0	0	0	0
tsuba	0	0	0	0	1	0	0	0	0	0
sebaka	0	0	0	0	0	0	0	0	0	0
sephetho	0	0	0	0	0	0	0	0	0	0
sphinx	0	0	0	0	0	0	0	0	0	0
li-spice	1	0	0	0	0	0	0	0	0	0
tse monate	0	0	0	0	0	0	0	0	0	0
sekho	0	0	0	0	1	1	0	0	0	0
spigot	0	0	0	0	0	0	0	0	0	0
spike	0	0	0	0	0	1	0	0	0	0
e hlasetsoe	0	0	0	0	0	0	0	0	0	0
spiky	0	0	0	0	0	0	0	0	0	0
hlakola	0	0	0	0	0	0	0	0	0	0
spin	0	0	0	0	0	0	0	0	0	0
mokokotlo	0	0	0	0	0	0	0	0	0	0
sesepa	0	0	0	0	0	0	0	0	0	0
mokokotlo	1	1	1	0	0	0	0	0	0	0
ho phunya	0	0	0	0	0	0	0	0	0	0
spinster	0	1	0	0	0	1	0	1	0	0
spiny	0	0	0	0	0	0	0	0	0	0
ho fofa	0	0	0	0	0	0	0	0	0	0
hlaba	0	0	0	0	0	0	0	0	0	0
moea	1	0	0	0	0	0	0	0	0	0
meea	1	0	0	1	0	0	1	0	1	0
tsa moea	0	0	0	0	0	0	0	0	0	0
bomoea	0	0	0	0	0	0	0	0	0	0
t?oela matela	0	0	0	0	1	0	0	0	0	0
hampe	0	1	1	0	0	0	0	0	0	0
ho nyonya	0	1	1	0	0	0	0	0	0	0
hlaba	0	0	0	0	0	0	0	0	1	0
spleen	0	0	0	0	0	0	0	0	0	0
e babatsehang	1	0	0	0	0	0	1	0	1	0
bokhabane	1	0	0	1	0	0	1	0	1	0
splice	0	0	0	0	0	0	0	0	0	0
spline	0	0	0	0	0	0	0	0	0	0
ho phatloha	0	0	0	0	0	0	0	0	0	0
splinter	0	1	0	0	0	0	0	0	0	0
Arohane	0	1	0	0	0	0	0	0	0	0
ho arohana	0	1	0	0	0	0	0	1	0	0
bophahamo	0	0	0	0	0	0	0	0	0	0
ho senya	0	1	0	0	1	0	0	0	0	0
mohlokomeli	0	1	0	0	0	0	0	1	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
e buile	0	1	0	0	0	0	0	0	0	0
e buuoe	0	0	0	0	0	0	0	0	0	0
'muelli oa litaba	0	0	0	0	0	0	0	0	0	1
seponche	0	1	0	0	0	0	0	0	0	0
spongy	0	0	0	0	0	0	0	0	0	0
mot?ehetsi	1	0	0	0	0	0	0	0	0	1
t?ehetso	0	0	0	0	0	0	0	0	0	0
khaba	0	0	0	0	0	0	0	0	0	0
khaba	0	1	0	0	0	1	0	0	0	0
khaba	0	0	0	0	0	0	0	0	0	0
tse nang le khaba	0	0	0	0	0	0	0	0	0	0
sporadic	0	0	0	0	0	0	0	0	0	0
spore	0	0	0	0	0	0	0	0	0	0
papali	0	0	0	0	0	0	0	0	0	0
lipapali	0	0	0	0	0	0	0	0	0	0
lipapali	0	0	0	0	0	0	0	0	0	0
setsi sa lipapali	0	0	0	0	0	0	0	0	0	0
letheba	0	0	0	0	0	0	0	0	0	0
se na letheba	1	0	0	0	0	0	0	0	0	1
e fumanehile	0	0	0	0	0	0	0	0	0	0
letheba	0	0	0	0	0	0	0	0	0	0
ho nyalana	0	0	0	0	0	0	0	0	0	0
molekane	1	0	0	0	0	0	1	0	0	1
spout	0	0	0	0	0	0	0	0	0	0
t?elo	0	1	0	0	0	0	0	1	0	0
ho fofa	0	0	0	0	0	0	0	0	0	0
spray	0	0	0	0	0	0	0	0	0	0
ho ata	0	0	0	0	0	0	0	0	0	0
spree	0	1	0	0	0	0	0	0	0	0
ho fafatsa	0	0	0	0	0	0	0	0	0	0
sprite	0	1	0	0	0	1	0	0	0	0
lehl?mela	0	0	0	0	0	0	0	0	0	0
spruce	1	0	0	0	0	0	0	0	0	0
hlahisa	0	0	0	0	0	1	0	0	0	0
e sehl?h?	0	1	0	0	1	0	0	0	0	0
e tsoetse pele	0	0	0	0	0	0	0	0	0	0
